key,LT,bg,bih,de,dk,en,es,fi,fil,fr,id,it,ja,ko,mne,nl,pl,pt,ro,ru,srb,tr,uk,vi,zh
action_cancel,,,,,,Cancel,Cancelar,,,Annuler,Batal,,キャンセル,취소,,,Anuluj,Cancelar,,,,,,,取消
upgrade_video_downloader,,,,,,Video Downloader,Descargador de videos,,,Download Vidéo,Pengunduh Video,,動画ダウンローダー,비디오 다운로더,,,,Downloader de Vídeo,,,,,,,
research_coding,,,,,,Coding,,,,,Mengkode,,コーディング,,,,,Programação,,,,,,,
window_analyzer,,,,,,Pre-analyzer,Preanalizador,,,Pré-analyseur,,,プレアナライザー,분석기,,,,Pré-analisador,,,,,,,
guide_window_ripper,,,,,,"Rips Game files using Clock Speed, outputting 200 Program files.
The amount of cycles (C) required is based on 2x the game size.",,,,,,,"クロック速度を使用してゲームファイルを分解し、200プログラムファイルを出力します。
必要なサイクル(C)の量はゲームファイルサイズの2倍に応じて決まります。",,,,,"Extrai arquivos de Jogo usando Velocidade de Clock, produzindo 200 arquivos de Programa. 
A quantidade de ciclos (C) necessária é baseada em 2x o tamanho do arquivo.",,,,,,,
menu_portal,,,,,,Portal,Portal,,,,Portal,,ポータル,,,,,Portal,,,,,,,
guide_window_code_bugfix,,,,,,"Makes a Bug Fix Code through required variables: bool, int.",,,,,,,boolとintを使用してバグ修正コードを生産します。,,,,,"Cria um bug fix através das variáveis requeridas: bool, int.",,,,,,,
new_upgrades_available,,,,,,New upgrades are available,Hay nuevas actualizaciones disponibles,,,Nouvelles améliorations disponibles,Peningkatan baru tersedia,,新しいアップグレードが利用可能です,새 업그레이드 사용가능,,,Nowe ulepszenia są dostępne,Novas melhorias estão disponíveis,,,,,,,
window_processor_desc,,,,,,Provides Clock Speed,Proporciona velocidad de reloj,,,Fournit la fréquence d’horloge,Menyediakan Kecepatan Clock,,クロック速度を生産します,클럭 속도 생산,,,,Fornece Velocidade de Clock,,,,,,,
new_windows_hacking,,,,,,New hacking nodes available,Nuevos nodos de hackeo disponibles,,,Nouveaux nœuds de hacking disponibles,Node peretas baru tersedia,,新しいハッキングノードが利用可能です,새 해킹 노드 사용가능,,,Nowe łączenia hakowania są dostępne,Novos nódulos de hack estão disponíveis,,,,,,,
resource_array_vector_desc,,,,,,Array variable produced from a collection of Vector.,,,,Array généré à partir d'une collection de Vector.,Variabel Array yang diproduksi dari sekumpulan Vector.,,Vectorの集合からなるArray型の変数です,Vector 획득 후 생산되는 배열 변수,,,Zmienna tablicowa wytworzona z kolekcji wartości typu Vector,Variável produzida de uma coleção de Vector.,,,,,,,
window_inventory_desc,,,,,,Stores resources of the same type and combines them in a single output,Almacena recursos del mismo tipo y los combina en una única salida,,,Stock les ressources de même type et les combine en une seule sortie,,,"同じ種類のリソースを貯蔵し、1つの出力にまとめます,",,,,,Armazena recursos do mesmo tipo e os combina em uma única saída,,,,,,,
resource_game,,,,,,Game,Juego,,,Jeux,Permainan,,ゲーム,게임,,,Gra,Jogo,,,,,,,遊戲
setting_volume_sfx,,,,,,Sound Effects Volume,Volumen de efectos de sonido,,,Volume des effets sonores,Volume Efek Suara,,効果音の音量,음량,,,Głośność Efektów Dźwiękowych,Volume Efeitos Sonoros,,,,,,,
resource_gpu_speed,,,,,,GPU Speed,Velocidad de la GPU,,,Vitesse GPU,Kecepatan GPU,,GPU速度,GPU 속도,,,Prędkość karty graficznej,Velocidade de GPU,,,,,,,GPU 速度
window_movie_maker,,,,,,Movie Maker,Creador de películas,,,Movie Maker,,,ムービーメーカー,무비 메이커,,,,Movie Maker,,,,,,,
research_scheduler,,,,,,Scheduling,,,,,,,スケジューリング,,,,,Agendamento,,,,,,,
perk_token_multiplier,,,,,,Luck,Suerte,,,,,,幸運,,,,,Sorte,,,,,,,
guide_window_code_hashmap,,,,,,Codes a hashmap of the inserted array using an array of string,,,,,,,Array[String]と任意の変数のArrayを使用してそのArrayのHashMapを生産します。,,,,,Programa uma hashmap da array inserida utilizando uma array de string.,,,,,,,
guide_window_infect_payload,,,,,,Generates extra Infection Damage based on 20% the inserted Payload Damage.,,,,,,,入力されたペイロードダメージの20%に基づき追加の感染ダメージを生産します。,,,,,Gera um extra de Dano de Infecção baseado em 20% do Dano de Payload inserido.,,,,,,,
input_variable,,,,,,Input Variable,,,,Variable d'entrée,Masukkan Variabel,,変数を入力してください,변수 입력,,,Zmienna Wejściowa,Insira uma variável,,,,,,,輸入：變量
stats_distilled,,,,,,Files Distilled,Archivos destilados,,,Fichiers Distilés,File Disaring,,蒸留したファイル,,,,,Arquivos Destilados,,,,,,,
window_network_limiter,,,,,,Network Limiter,Limitador de red,,,,Pembatas Jaringan,,ネットワークリミッター,,,,,Limitador de Rede,,,,,,,
upgrade_breach_government_layers,,,,,,Government Sabotage,Sabotaje gubernamental,,,,,,政府サボタージュ,,,,,Sabotagem do Governo,,,,,,,
upgrade_optimization_game_engine_desc,,,,,,Reduces clock cycles required by the Game Engine by half,Reduce a la mitad los ciclos de reloj requeridos por el Motor del juego,,,,,,ゲームエンジンに必要なクロックサイクルを半分にします,,,,,Reduz pela metade os ciclos de clock necessários pelo Motor de Jogo,,,,,,,
resource_code_bugfix_desc,,,,,,Code for fixing bugs; can be committed in exchange for Contribution.,,,,Code pour corriger les bugs ; échangeable contre une contribution.,Kode untuk memperbaiki bug; bisa diserahkan dengan ganti Kontribusi,,バグを修正するためのコードです。コミットすると貢献ポイントを獲得します,버그패치를 위한 코드; 기여와의 교환으로 사용가능,,,,Código para fixar bugs; pode ser enviado em troca de Contribuição.,,,,,,,
action_upgrade,,,,,,Upgrade,Mejora,,,Améliorer,Tingkatkan,,アップグレード,업그레이드,,,Ulepsz,Melhorar,,,,,,,升級
upgrade_optimization_enhancement,,,,,,Optimized Enhancement,,,,,,,拡張最適化,,,,,Aprimoramento Otimizado,,,,,,,
achievement_serial_breacher_desc,,,,,,"Breach Anonymous, Corporations and the Government in under 1 second",,,,,"Terobos Anonim, Korporat dan Pemerintah dibawah 1 detik",,1秒以内に個人・会社・政府へのデータ侵入を行う,,,,,"Invada o anonymous, corporações, e o governo em menos de 1 segundo",,,,,,,
guide_window_code_optimization,,,,,,"Makes an Optimization Code through required variables: BitFlag, Vector.",,,,,,,BitFlagとVectorを使用して最適化コードを生産します。,,,,,"Cria um Código de Otimização através das variáveis requeridas: BitFlag, Vector.",,,,,,,
window_download_manager,,,,,,Download Manager,Administrador de descargas,,,,Pengelola Unduhan,,ダウンロードマネージャー,,,,,Gerenciador de Download,,,,,,,
application_points,,,,,,Application Points,Puntos de aplicación,,,Points d'application,Poin Aplikasi,,アプリケーションポイント,어플리케이션 포인트,,,Punkty Aplikacji,Pontos de Aplicação,,,,,,,
research_token_mining_desc,,,,,,Unlocks the ability to mine Tokens,,,,,,,トークンをマイニングできるようになります,,,,,Desbloqueia a habilidade de minerar Fichas,,,,,,,
resource_code_optimization,,,,,,Optimization Code,,,,code d'optimisation,Kode Optimalisasi,,最適化コード,최적화 코드,,,,Código de Otimização,,,,,,,
window_generator_game_desc,,,,,,Generates custom Game Files using Game Neurons,,,,Génère des fichiers de jeu personnalisés à l'aide de Neurons jeu,,,ゲームニューロンを使用して任意のゲームファイルを生成します,게임 뉴런을 사용해 커스텀 게임 파일 생산,,,,Gera arquivos de Jogo usando Neurônios de Jogo,,,,,,,
breach_speed,,,,,,Breach Speed,Velocidad de brechas,,,,Kecepatan Penerobosan,,データ侵入速度,침투 속도,,,Prędkość Naruszenia,Velocidade de Brecha,,,,,,,
upgrade_optimization_scrapper,,,,,,Optimized Scrapping,,,,,,,スクラップ最適化,,,,,Raspagem Otimizada,,,,,,,
research_critical_payload_desc,,,,,,"Unlocks the Critical Payload skill, allowing Payload Damage to have a chance of greatly increasing its power",,,,"Débloque la compétence « Charge critique », permettant aux dégâts de charge d’avoir une chance d'augmenter fortement leur puissance",,,ペイロードダメージを大幅に増加させるチャンスを生み出すクリティカル攻撃スキルをアンロックします,,,,,"Desbloqueia a habilidade ""Payload Crítico"", que permite que o Dano de Payload tenha uma chance de aumentar seu poder consideravelmente",,,,,,,
perk_automated_crypto_seller,,,,,,Automated Crypto Seller,Vendedor automatizado de criptomonedas,,,,,,自動暗号通貨売却器,,,,,Vendedor de Cripto Automatizado,,,,,,,
window_uploader,,,,,,Uploader,,,,Uploader,Pengunggah,,アップローダー,업로더,,,,Uploader,,,,,,,上傳器
research_cooling,,,,,,Cooling,Enfriamiento,,,,,,冷却,,,,,Refrigeração,,,,,,,
credits_desc,,,,,,"[h]EnigmaDev Studios[/h]

[h]Music[/h]
Stardust by Danijel Zambo
Tunnel by Danijel Zambo
Waves by Danijel Zambo

[h]Translators[/h]
Japanese: anonym
Portuguese: EnigmaDev Studios
","[h]EnigmaDev Studios[/h]

[h]Musica[/h]
Stardust by Danijel Zambo
Tunnel by Danijel Zambo
Waves by Danijel Zambo

[h]Traductores[/h]
",,,"[h]EnigmaDev Studios[/h]

[h]Musique[/h]
Stardust par Danijel Zambo
Tunnel par Danijel Zambo
Waves par Danijel Zambo

[h]Traducteurs[/h]
Japonais: anonym
Portugais: EnigmaDev Studios
Français: Aclim","[h]EnigmaDev Studios[/h]

[h]Musik[/h]
Stardust oleh Danijel Zambo
Tunnel oleh Danijel Zambo
Waves oleh Danijel Zambo

[h]Penerjemah[/h]
Portuguese: EnigmaDev Studios
",,"[h]EnigmaDev Studios[/h]

[h]音楽[/h]
Stardust by Danijel Zambo
Tunnel by Danijel Zambo
Waves by Danijel Zambo

[h]翻訳者[/h]
ポルトガル語: EnigmaDev Studios
日本語: anonym",,,,"[h]EnigmaDev Studios[/h]

[h]Muzyka[/h]
Stardust by Danijel Zambo
Tunnel by Danijel Zambo
Waves by Danijel Zambo

[h]Tłumacze[/h]
Japoński: anonym
Portugalski: EnigmaDev Studios","[h]EnigmaDev Studios[/h]

[h]Música[/h]
Stardust por Danijel Zambo
Tunnel por Danijel Zambo
Waves por Danijel Zambo

[h]Tradutores[/h]
Japonês: anonym
Português: EnigmaDev Studios
",,,,,,,"[h]EnigmaDev Studios[/h]

[h]音樂[/h]
Stardust by Danijel Zambo
Tunnel by Danijel Zambo
Waves by Danijel Zambo

[h]翻譯[/h]
葡萄牙文: EnigmaDev Studios
"
premium_permanent_boost_desc,,,,,,"Boosts become permanent
+1 Support Level",,,,,,,"ブーストの効果時間が無限になります
サポートレベルが1上がります",,,,,"Impulsos se tornam permanentes
+1 Nível de Suporte",,,,,,,
window_downloader,,,,,,Downloader,Descargador,,,Downloader,Pengunduh,,ダウンローダー,다운로더,,,,Downloader,,,,,,,下載器
window_network_exchanger,,,,,,Network Exchanger,Intercambiador de red,,,Echangeur Réseau,,,ネットワーク交換器,,,,,Inversor de Rede,,,,,,,
guide_portal,,,,,,Portal,Portal,,,Portail,,,ポータル,,,,,Portal,,,,,,,
resource_char,,,,,,char,char,,,char,char,,char,char,,,char,char,,,,,,,char
new_windows_processor,,,,,,New CPU nodes available,Nuevos nodos de CPU disponibles,,,Nouveaux nœuds CPU disponibles,Node CPU baru tersedia,,新しいCPUノードが利用可能です,새 CPU 노드 사용가능,,,Nowe łączenia Procesora są dostępne,Novos nódulos de CPU estão disponíveis,,,,,,,你獲得新的CPU節點
menu_watch_ad,,,,,,Watch Ad?,¿Ver anuncio?,,,Regarder une publicité,Tonton Iklan?,,広告を見ますか？,광고를 시청하시겠습니까?,,,Czy chcesz obejrzeć reklamę?,Assistir Propaganda?,,,,,,,觀看廣告
window_debug,,,,,,Debug,,,,Debug,,,デバッグ,,,,,Depurar,,,,,,,
window_build_infection_desc,,,,,,Builds Infection Damage using Hack Power that can be used in breaching targets,,,,Produit des dégâts d'infection en utilisant la puissance de hacking qui peut être utilisé pour atteindre des cibles,,,ハックパワーを使用して標的のデータに侵入するための汚染ダメージを構築します,,,,,Produz Dano de Infecção usando Poder de Hack que pode ser usado para brechar alvos,,,,,,,
resource_neuron_sound,,,,,,Sound Neuron,,,,Son Neuron,Neuron Suara,,音声ニューロン,사운드 뉴런,,,Neuron Dźwiękowy,Neurônio de Som,,,,,,,
window_code,,,,,,Code,,,,Code,Kode,,コード,코딩,,,,Programar,,,,,,,
menu_stats,,,,,,Stats,Estadísticas,,,Statistiques,Statistik,,統計,스탯,,,Statystyki,Estatísticas,,,,,,,
window_synchronizer_desc,,,,,,Combines multiple Clock Speed into a single speed,Combina múltiples velocidades de reloj en una sola velocidad,,,Combine plusieurs vitesses d'horloge en une seule vitesse,Menggabungkan beberapa kecepatan Clock kedalam satu kecepatan,,複数のクロック速度を1つにまとめます,다수의 클럭 속도를 하나의 속도로 통합,,,,Combina múltiplos Velocidade de Clock em uma única velocidade.,,,,,,,
menu_perks,,,,,,Perks,,,,Avantages,Keuntungan,,特殊効果,효과,,,Benefity,Benefícios,,,,,,,
window_segmenter,,,,,,Segmenter,Segmentador,,,Segmenteur,,,セグメンター,,,,,Segmentador,,,,,,,
guide_window_folder,,,,,,Groups file type resources together in a single output.,,,,,,,複数のファイルをまとめて1つの出力にします。,,,,,Agrupa arquivos em uma única saída.,,,,,,,
time_left,,,,,,Time Left,Tiempo restante,,,Temps restant,Waktu Tersisa,,残り時間,남은 시간,,,Pozostały Czas,Tempo Restante,,,,,,,
resource_contribution,,,,,,Contribution,Contribución,,,Contribution,Kontribusi,,貢献ポイント,기여,,,Wkład,Contribuição,,,,,,,
research_verifier_desc,,,,,,"Unlocks the Verifier, which validates file integrity to increase its value",,,,,,,ファイルの整合性を検証して価値を増加させる検証器をアンロックします,,,,,"Desbloqueia o Verificador, que valida a integridade de arquivos para aumentar seu valor",,,,,,,
boost_gpu_desc,,,,,,Doubles GPU Speed for 10 minutes,Duplica la velocidad de la GPU durante 10 minutos,,,,,,GPU速度を10分間2倍にします,,,,,Dobra a Velocidade de GPU por 10 minutos,,,,,,,
menu_attributes,,,,,,Attributes,Atributos,,,Attributs,Atribut,,属性,속성,,,Atrybuty,Atributos,,,,,,,
upgrade_hack_infection_specialist_desc,,,,,,Multiplicatively increases Infection Damage by 100%. Reduces Payload Damage by 40%,,,,,,,感染ダメージを乗算的に100%増加させます。ペイロードダメージを40%減らします,,,,,Multiplicativamente aumenta o Dano de Infecção em 100%. Reduz o Dano de Payload em 40%,,,,,,,
<!MissingKey:Italian>,,,,,,Italian,Italiano,,,Italien,Italia,,イタリア語,,,,Włoski,Italiano,,,,,,,意大利文
<!MissingKey:--->,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
action_close,,,,,,Close,Cerrar,,,Fermer,Tutup,,閉じる,닫기,,,Zamknij,Fechar,,,,,,,關閉
value,,,,,,Value,Valor,,,Valeur,Nilai,,価値,가치,,,Wartość,Valor,,,,,,,
window_commit_desc,,,,,,Commits code in exchange for Contribution,,,,Valide du code en échange de Contribution,,,コードをコミットすることで貢献ポイントを獲得します,,,,,Comita código em troca de Contribuição,,,,,,,
setting_mute_nodes,,,,,,Mute Nodes,Silenciar nodos,,,Couper le son des nœuds,Bisukan Node,,ノードの音を消す,노드 무음,,,Wycisz Łączenia,Silenciar Nódulos,,,,,,,
stats_max_hack_experience,,,,,,Total Hack Experience,Experiencia total de hackeo,,,Experience de Hack Totale,Total Pengalaman Retas,,合計ハック経験値,,,,,Experiência em Hack Total,,,,,,,
stats_corporation_breached,,,,,,Corporations Breached,,,,Entreprise Infiltrées,Korporat Diterobos,,データ侵入した企業数,,,,,Brechas de Corporações,,,,,,,
tutorial_desc_press,,,,,,Let's learn how to manage your lab in this short introduction,,,,,,,ようこそ！初めにラボの使い方を説明させてください,,,,,Vamos aprender a gerenciar seu laboratório nesta breve introdução,,,,,,,
window_mine_bitcoin,,,,,,Mine Bitcoin,Mina de Bitcoin,,,Minage Bitcoin,Tambang Bitcoin,,ビットコインマイナー,Bitcoin 채굴,,,,Minerar Bitcoin,,,,,,,
guide_window_data_lab,,,,,,"Consumes files to generate Research, with the output quantity and type determined by the incoming file's format and quality, operating at a set files-per-second consumption rate which can be upgraded with Money to increase processing speed.","Consume archivos para generar investigaciones, la cantidad y el tipo de salida están determinados por el formato y la calidad del archivo entrante, opera a una tasa de consumo de archivos por segundo establecida que se puede actualizar con dinero para aumentar la velocidad de procesamiento.",,,,,,ファイルを消費してリサーチを生成します。出力量とタイプは入力されたファイルのフォーマットと品質によって決まります。毎秒のファイル消費量は一定です。クレジットで処理速度を上げることができます。,,,,,"Consome arquivos para gerar Pesquisa, com a quantidade determinada pelo formato e qualidade do arquivo inserido, operando a uma taxa de consumo definida de arquivos por segundo, que pode ser aprimorada com Dinheiro para aumentar a velocidade de processamento.",,,,,,,
research_drivers,,,,,,Drivers,Controladores,,,,,,ドライバ,,,,,Drivers,,,,,,,
window_movie_renderer_desc,,,,,,Makes Videos from Image and Sound files,Crea vídeos a partir de archivos de imagen y sonido.,,,Créé des vidéos à partir de fichiers image et son,,,画像ファイルと音声ファイルから動画ファイルを作成します,이미지와 사운드를 비디오로 치환,,,,Cria Vídeos através de Imagens e Sons,,,,,,,
window_mine_tether_desc,,,,,,"Uses GPU Speed to mine Tether, a coin with no volatility. Converts into Money automatically","Utiliza la velocidad de la GPU para minar Tether, una moneda sin volatilidad. Se convierte automáticamente en dinero.",,,"Utilise la vitesse du GPU pour miner du Tether, une pièce sans volatilité. Convertit automatiquement en argent","Menggunakan Kecepatan GPU untuk menambang Tether, Koin tanpa ketidakstabilan. Terkonversi menjadi Uang secara otomatis",,GPU速度を使用し、テザー(無変動の暗号通貨)を入手し、自動的にクレジットに変換します,"GPU 속도를 사용해 Tether을 채굴, 변동성 없음. 돈으로 자동 변환",,,,"Usa Velocidade de GPU para minerar Tether, uma criptomoeda sem volatilidade. Convertido em Dinheiro automaticamente",,,,,,,
empty,,,,,,Empty,Vacío,,,Vide,Kosong,,空,비었음,,,Pusto,Vazio,,,,,,,
resource_program,,,,,,Program,Programa,,,Programme,Program,,プログラム,프로그램,,,Program,Programa,,,,,,,程式
tokens_claimed,,,,,,Premium tokens claimed,Tokens premium reclamados,,,Jetons premium réclamés,Token premium diklaim,,プレミアムトークンを獲得しました,프리미엄 토큰 획득,,,Tokeny premium odebrane,Fichas premium resgatadas,,,,,,,
small,,,,,,Small,Pequeño,,,Petit,Kecil,,小,조그맣게,,,Mały,Pequeno,,,,,,,小
breached,,,,,,Breached,Brechas,,,Infiltré,Diterobos,,データ侵入量,침투됨,,,Naruszony,Invadido,,,,,,,
tutorial_desc_drag_download,,,,,,Start a connection by dragging the Download Speed output,,,,,,,ダウンロード速度出力をドラッグしてください,,,,,Comece uma conexão arrastando a saída de Velocidade de Download,,,,,,,
window_ripper,,,,,,Ripper,,,,Extracteur,,,リッパー,리퍼,,,,Extrator,,,,,,,
upgrade_gpu,,,,,,Graphics Processing Unit,Unidad de procesamiento de gráficos (GPU),,,Graphics Processing Unit,,,画像処理装置,,,,,Unidade de Processamento Gráfico,,,,,,,
new_windows_network,,,,,,New network nodes available,Nuevos nodos de red disponibles,,,Nouveaux nœuds de réseau disponibles,Node jaringan baru tersedia,,新しいネットワークノードが利用可能です,새 네트워크 노드 사용가능,,,Nowe łączenia sieci są dostępne,Novos nódulos de rede estão disponíveis,,,,,,,你獲得新的網絡節點
window_agi_desc,,,,,,Provides AI Power based on neuron count inserted,,,,Fournit la puissance de l'IA en fonction du nombre de Neurons insérés,Menyediakan Tenanga AI berdasarkan jumlah neuron yang disediakan,,入力されたニューロンの数に応じてAIパワーを出力します,입력된 뉴런수에 비례해 AI 파워 생산,,,,Fornece Poder de IA baseado nos neurônios inseridos,,,,,,,
window_downloader_text_desc,,,,,,Downloads Text Files using Download Speed,Descarga archivos de texto usando la velocidad de descarga,,,Télécharge des fichiers texte à l'aide de la vitesse de Download,Unduh File Teks menggunakan Kecepatan Unduh,,ダウンロード速度を使用してテキストファイルをダウンロードします,다운로드 속도를 사용해 텍스트 파일을 다운로드,,,,Baixa arquivos de Texto usando Velocidade de Download,,,,,,,
research_token_mining,,,,,,Token Mining,,,,,,,トークンマイニング,,,,,Mineração de Fichas,,,,,,,
firewall,,,,,,Firewall,Firewall,,,Pare-feu,Pelindung,,ファイアウォール,방화벽,,,Zapora Sieciowa,Firewall,,,,,,,防火牆
upgrade_optimization_trainer,,,,,,Optimized Learning,Optimización Aprendizaje,,,,Pembelajaran yang Optimal,,学習最適化,,,,,Aprendizado Otimizado,,,,,,,
french,,,,,,French,Frances,,,Français,Prancis,,フランス語,,,,Francuski,Francês,,,,,,,法文
resource_code_driver_desc,,,,,,Code for drivers; can be committed for reputation and built for hardware upgrades.,,,,Code pour les drivers ; échangeable contre de la réputation et conçu pour les mises à niveau matérielles.,Kode untuk driver; dapat diserahkan dengan tukar Kontribusi atau dibuat mejadi peningkatan perangkat.,,ドライバーのコードです。コミットすることで貢献ポイントを、ビルドすることでハードウェアアップグレードを獲得します,드라이버를 위한 코드; 하드웨어 업그레이드로 사용가능,,,,Código para drivers; pode ser enviado em troca de Contribuição ou compilado para melhorias de hardware.,,,,,,,
action_save,,,,,,Save,Guardar,,,Sauvegarde,Simpan,,セーブ,세이브,,,Zapisz,Salvar,,,,,,,儲存
research_injection_desc,,,,,,"Unlocks the Expose Weakness skill, causing breach targets to take more damage based on Hack Power",,,,"Débloque la compétence « Exposer la faiblesse », qui fait que les cibles d’intrusion subissent plus de dégâts en fonction de la puissance de piratage",,,ハックパワーに基づき、撃破した標的に追加のダメージを与えられるようになる弱点看破スキルをアンロックします,,,,,"Desbloqueia a habilidade ""Expor Fraqueza"", fazendo com que alvos de brecha recebam mais dano baseado no Poder de Hack",,,,,,,
stats_compressed,,,,,,Files Compressed,Archivos comprimidos,,,Fichiers Compressés,File Dikompresi,,圧縮したファイル,,,,,Arquivos Comprimidos,,,,,,,已加壓檔案
claimed,,,,,,Claimed,Reclamado,,,Réclamé,Klaim,,獲得済,수령함,,,Odebrane,Resgatado,,,,,,,已領取
resource_download_speed,,,,,,Download Speed,Velocidad de descarga,,,Vitesse de Download,Kecepatan Unduh,,ダウンロード速度,다운로드 속도,,,Prędkość Pobierania,Velocidade de Download,,,,,,,下載速度
guide_window_allocator,,,,,,Splits file type resources into two outputs with user-controlled ratio,,,,,,,ファイルをユーザー指定の比率で2つの出力に分割します。,,,,,Divide arquivos em duas saídas com proporção controlada pelo usuário,,,,,,,
resource_neuron_text,,,,,,Text Neuron,,,,Texte Neuron,Neuron Teks,,テキストニューロン,텍스트 뉴런,,,Neuron Tekstowy,Neurônio de Texto,,,,,,,
resource_hashmap_bool,,,,,,HashMap[bool],HashMap[bool],,,HashMap[Bool],HashMap[bool],,HashMap[bool],해쉬맵[bool],,,HashMap[bool],HashMap[bool],,,,,,,Hashmap[bool]
boost_hack_power_desc,,,,,,Doubles Hack Power for 10 minutes,Duplica el poder de hackeo durante 10 minutos,,,,,,ハックパワーを10分間2倍にします,,,,,Dobra o Poder de Hack por 10 minutos,,,,,,,
sell at,,,,,,Sell at,Vender a,,,Vendre à,Jual saat,,売却,매도 금액,,,Sprzedaj za,Vender em,,,,,,,
guide_window_mine,,,,,,Mines cryptocoins using GPU Speed.,,,,,,,GPU速度を使用して暗号通貨をマイニングします。,,,,,Minera criptomoedas usando Velocidade de GPU.,,,,,,,
resource_neuron_sound_desc,,,,,,Produced from AI training on Sound files.,,,,Produit à partir d'une formation en IA sur les fichiers audio.,"Diproduksi dari pelatihan AI pada 
file Suara.",,音声ファイルでAIをトレーニングすることによって生産されます,사운드 파일의 AI 트레이닝을 통해 생산,,,"Wytwarzane na podstawie treningu Sztucznej Inteligencji na Plikach Dźwiękowych.
",Produzido através do treinamento de IAs usando arquivos de som.,,,,,,,
upgrade_premium_games_desc,,,,,,Increases the value of Game files by 100%,Aumenta el valor de los archivos de juego en un 100%,,,Augmente la valeur des fichiers jeux de 100%,,,ゲームファイルの価値を100%増やします,,,,,Aumenta o valor de arquivos de Jogo em 100%,,,,,,,
resource_upload_speed_desc,,,,,,Network speed for file uploads (bits/sec).,Velocidad de red para subidas de archivos (bits/seg).,,,Vitesse du réseau pour l'upload des fichiers (bits/sec).,Kecepatan jaringan untuk mengunggah file (bits/dtk).,,ファイルアップロード時のネットワーク速度(ビット/秒)です,파일 업로드용 네트워크 속도 (비트/초).,,,Prędkość sieci do wysyłania plików (bity/sek).,Velocidade de rede para uploads (bits/segundo).,,,,,,,
research_ai_videos,,,,,,Video Transformer,Transformador de vídeo,,,,,,トランスフォーマーモデル,,,,,Transformador de Vídeo,,,,,,,
service_application_reset_desc,,,,,,"Resets and refunds all application points, upgrades and nodes","Restablece y reembolsa todos los puntos de aplicación, actualizaciones y nodos.",,,,"Mengulang dan mengembalikan semua poin aplikasi, peningkatan dan node",,全アプリケーションポイントとアップグレードとノードをリセットし、払い戻します。,,,,,"Reseta e reembolsa todos pontos de aplicação, suas melhorias e nódulos",,,,,,,
guide_window_drain,,,,,,"Drains performance from inserted Infected Computers, generating Component Boost.",,,,,,,入力された感染コンピュータから性能を吸収し、設備ブーストを生産します。,,,,,"Drena o desempenho dos computadores infectados inseridos, gerando Impulso de Componente.",,,,,,,
upgrade_improved_ai_images,,,,,,Improved Image Generation,,,,Génération d'Image améliorée,,,改良版画像生成,,,,,Geração de Imagem Aprimorada,,,,,,,
upgrade_optimization_compiler_desc,,,,,,Reduces clock cycles required by the Compiler by half,Reduce a la mitad los ciclos de reloj requeridos por el Compilador,,,,,,コンパイラーに必要なクロックサイクルを半分にします,,,,,Reduz pela metade os ciclos de clock necessários pelo Compilador,,,,,,,
research_portal,,,,,,Portal,Portal,,,Portail,Portal,,ポータル,포탈,,,Portal,Portal,,,,,,,傳送門
window_verifier,,,,,,Checksum Verifier,,,,Checksum vérificateur,Pemverifikasi Checksum,,チェックサム検証器,체크섬 검증기,,,,Verificador Checksum,,,,,,,
stats_verified,,,,,,Files Verified,Archivos verificados,,,Fichiers Vérifiés,File Diverifikasi,,検証したファイル,,,,,Arquivos Verificados,,,,,,,已驗證檔案
window_compressor_desc,,,,,,Compresses files for 2x less size,,,,Compresse les fichiers pour 2 fois moins de taille,Mengompresi file supaya ukuran menjadi 2x lebih kecil,,ファイルを圧縮してサイズを半分にします,파일을 압축해 크기를 2배 경감,,,,"Comprime arquivos, reduzindo seu tamanho em 2x",,,,,,,
upgrade_breach_price_multiplier_desc,,,,,,Reduces prices by 5%,,,,,,,価格を5%減らします,,,,,Reduz preços em 5%,,,,,,,
window_breach_corps_desc,,,,,,"Starts a breach against corporations, stealing Corporation Data on success",,,,"Déclenche une attaque contre une entreprise, et vole des données corporatives en cas de succès",,,企業データに侵入します。成功すると企業データを入手します,,,,,"Começa uma brecha contra corporações, roubando Dados de Corporação em caso de sucesso",,,,,,,
upgrade_premium_texts_desc,,,,,,Increases the value of Text files by 100%,Aumenta el valor de los archivos de texto en un 100%,,,Augmente la valeur des fichiers texte de 100%,,,テキストファイルの価値を100%増やします,,,,,Aumenta o valor de arquivos de Texto em 100%,,,,,,,
upgrade_hack_breach_critical_multiplier,,,,,,Critical Multiplier,Multiplicador de daño crítico,,,,,,クリティカルダメージ強化,,,,,Multiplicador de Crítico,,,,,,,
window_debug_desc,,,,,,"Debugs code to test for either a fixed code or a bugged code, possibly increasing its value",,,,Débugge le code pour déterminer s'il est fonctionnel ou buggé ; peut en accroître la valeur,,,コードをテストしてデバッグし、修正済みコードとバグのあるコードに分類します,,,,,"Depura códigos para testar para códigos funcionais ou códigos bugados, possivelmente aumentando seu valor",,,,,,,
perk_groups,,,,,,Node Group,Grupo de nodos,,,Groupe de nœuds ,,,ノードグループ,,,,,Grupo de Nódulos,,,,,,,
